
#%Probeset listing for Clariom D Human
#%create_date=2021-05-18 PDT 09:19:03
#%input_query=*
gene_symbol	Clariom D Human
MIR181A2	TC0900008736.hg.1
MIR181B1	TC0100016864.hg.1
MIR181B2	TC0900008737.hg.1
MIR181C	TC1900007147.hg.1
MIR182	TC0700012578.hg.1
MIR183	TC0700012580.hg.1
MIR184	TC1500007997.hg.1
MIR185	TC2200006632.hg.1
MIR186	TC0100014580.hg.1
MIR187	TC1800008468.hg.1
MIR188	TC0X00007242.hg.1
MIR190A	TC1500007507.hg.1
MIR191	TC0300011046.hg.1
MIR192	TC1100013181.hg.1
MIR193A	TC1700007485.hg.1
MIR194-1	TC0100017372.hg.1
MIR194-2	TC1100013182.hg.1
MIR195	TC1700009602.hg.1
MIR196A1	TC1700010998.hg.1
MIR196A2	TC1200007739.hg.1
MIR197	TC0100018259.hg.1
MIR198	TC0300012145.hg.1
MIR199A1	TC1900009647.hg.1
MIR199A2	TC0100016414.hg.1
MIR199B	TC0900011628.hg.1
MIR19A	TC1300007706.hg.1
MIR19B1	TC1300007706.hg.1
MIR19B2	TC0X00010859.hg.1
MIR20A	TC1300007706.hg.1
MIR200A	TC0100018153.hg.1
MIR200B	TC0100018152.hg.1
MIR200C	TC1200006660.hg.1
MIR203A	TC1400008426.hg.1
MIR204	TC0900010376.hg.1
MIR205	TC0100011446.hg.1
MIR206	TC0600008245.hg.1
MIR208A	TC1400008717.hg.1
MIR21	TC1700008467.hg.1
MIR210	TC1100009680.hg.1
MIR211	TC1500008897.hg.1
MIR212	TC1700009415.hg.1
MIR181A1	TC0100016865.hg.1
MIR214	TC0100016414.hg.1
MIR215	TC0100017371.hg.1
MIR216A	TC0200012662.hg.1
MIR217	TC0200012661.hg.1
MIR218-1	TC0400007020.hg.1
MIR218-2	TC0500012762.hg.1
MIR219A1	TC0600007686.hg.1
MIR219A2	TC0900011639.hg.1
MIR221	TC0X00011360.hg.1
MIR222	TC0X00011361.hg.1
MIR223	TC0X00007478.hg.1
MIR224	TC0X00011121.hg.1
MIR23A	TC1900011898.hg.1
MIR23B	TC0900008043.hg.1
MIR24-1	TC0900008043.hg.1
MIR24-2	TC1900011896.hg.1
MIR25	TC0700011970.hg.1
MIR26A1	TC0300007062.hg.1
MIR26A2	TC1200010985.hg.1
MIR26B	TC0200010797.hg.1
MIR27A	TC1900011897.hg.1
MIR27B	TC0900008043.hg.1
MIR28	TC0300009833.hg.1
MIR29A	TC0700012613.hg.1
MIR296	TC2000009638.hg.1
MIR299	TC1400008267.hg.1
MIR29B1	TC0700012613.hg.1
MIR29B2	TC0100017137.hg.1
MIR29C	TC0100017137.hg.1
MIR301A	TC1700011284.hg.1
MIR302A	TC0400011625.hg.1
MIR30A	TC0600012261.hg.1
MIR30B	TC0800011910.hg.1
MIR30C1	TC0100007970.hg.1
MIR30C2	TC0600014308.hg.1
MIR30D	TC0800011911.hg.1
MIR30E	TC0100007969.hg.1
MIR31	TC0900009714.hg.1
MIR32	TC0900011155.hg.1
MIR320A	TC0800009834.hg.1
MIR33A	TC2200007499.hg.1
MIR34A	TC0100012791.hg.1
MIR34B	TC1100009022.hg.1
MIR34C	TC1100009022.hg.1
MIR7-1	TC0900010588.hg.1
MIR7-2	TC1500008230.hg.1
MIR7-3	TC1900006719.hg.1
MIR9-1	TC0100015999.hg.1
MIR9-2	TC0500011414.hg.1
MIR92A1	TC1300007706.hg.1
MIR92A2	TC0X00010858.hg.1
MIR93	TC0700011971.hg.1
MIR9-3	TC1500008255.hg.1
MIR95	TC0400009960.hg.1
MIR96	TC0700012579.hg.1
MIR98	TC0X00009769.hg.1
MIR99A	TC2100006640.hg.1
MIR99B	TC1900008662.hg.1
FAM19A1	TC0300007733.hg.1
LOC407835	TC0700009077.hg.1
MIR17HG	TC1300007706.hg.1
TNFSF12-TNFSF13	TC1700012187.hg.1
C2orf27B	TC0200014332.hg.1
NOMO3	TC1600007026.hg.1
SPINK14	TC0500009032.hg.1
FNDC9	TC0500012596.hg.1
TBC1D3B	TC1700012321.hg.1
TBC1D3C	TC1700012396.hg.1
DNAJB3	TC0200016097.hg.1
CCL3L3	TC1700010461.hg.1
NANOGP7	TC1400009987.hg.1
NANOGP2	TC0200015833.hg.1
NANOGP4	TC0700007044.hg.1
NANOGP5	TC0900008228.hg.1
NANOGP6	TC1000011593.hg.1
ACBD7	TC1000012525.hg.1
C10orf105	TC1000010955.hg.1
SNRPEP2	TC0900009498.hg.1
C10orf62	TC1000008582.hg.1
AGAP6	TC1000007598.hg.1
CCNYL2	TC1000010407.hg.1
CELF2-AS1	TC1000009787.hg.1
ZNF32-AS1	TC1000007431.hg.1
ZNF32-AS3	TC1000007428.hg.1
ZNF32-AS2	TC1000007432.hg.1
GLUD1P7	TC1000010536.hg.1
BMS1P3	TC1000012471.hg.1
CTGLF12P	TC1000010566.hg.1
RPS27P1	TC1000008439.hg.1
RPS15AP5	TC1000009131.hg.1
PRR26	TC1000006451.hg.1
C10orf55	TC1000011043.hg.1
FAM35BP	TC1000010535.hg.1
LINC00595	TC1000008166.hg.1
DNAJC9-AS1	TC1000008022.hg.1
LINC00619	TC1000007441.hg.1
LOC414300	TC1200011772.hg.1
DDI1	TC1100008933.hg.1
C9orf106	TC0900008910.hg.1
LINC00587	TC0900008275.hg.1
DEFB103A	TC0800006623.hg.1, TC0800009464.hg.1
IDNK	TC0900007733.hg.1
LCN10	TC0900012288.hg.1
LINC00229	TC2200008945.hg.1
HCG14	TC0600007433.hg.1
BMS1P18	TC2200007862.hg.1
HCG23	TC0600007648.hg.1
HCG25	TC0600007691.hg.1
HCG19P	TC0600011363.hg.1
HCG18	TC0600011361.hg.1
HCG17	TC0600011361.hg.1
BLID	TC1100012583.hg.1
DENND6B	TC2200009153.hg.1
C8orf82	TC0800012224.hg.1
LINC00593	TC1500007707.hg.1
MGC34796	TC0100008535.hg.1
CNTFR-AS1	TC0900007052.hg.1
PIM3	TC2200007783.hg.1
STX19	TC0300011759.hg.1
VCX3B	TC0X00006567.hg.1
TTTY9B	TC0Y00007136.hg.1
RGS21	TC0100011004.hg.1
ASTL	TC0200013510.hg.1
LHX8	TC0100008757.hg.1
ATP5EP2	TC1300006699.hg.1
KRTAP5-5	TC1100006525.hg.1
LINC00615	TC1200008413.hg.1
MXRA7	TC1700011815.hg.1
LINC01555	TC0100014760.hg.1
THAP7-AS1	TC2200009197.hg.1
LOC439933	TC0400007224.hg.1
LINC00575	TC0400011179.hg.1
C5orf17	TC0500006952.hg.1
FER1L6-AS1	TC0800011697.hg.1
IL9RP2	TC1000009509.hg.1
PRKCQ-AS1	TC1000006675.hg.1
CELF2-AS2	TC1000009781.hg.1
LOC439951	TC1000006777.hg.1
FAM35DP	TC1000007555.hg.1
LINC00857	TC1000008226.hg.1
RPS3AP5	TC1000008279.hg.1
LOC439994	TC1000012473.hg.1
IFIT1B	TC1000008399.hg.1
DUX4L10	TC1000009493.hg.1
DUX4L12	TC1000009496.hg.1
DUX4L15	TC1000009500.hg.1
KRTAP5-2	TC1100009746.hg.1
KRTAP5-6	TC1100006529.hg.1
TMEM41B	TC1100010063.hg.1
LOC440028	TC1100010075.hg.1
DKFZp686K1684	TC1100012980.hg.1
LOC440040	TC1100007548.hg.1
TRIM51HP	TC1100010822.hg.1
SLC22A20	TC1100008006.hg.1
KRTAP5-7	TC1100013063.hg.1
KRTAP5-11	TC1100011520.hg.1
CASP1P2	TC1100012168.hg.1
CARD17	TC1100013223.hg.1
LINC00167	TC1100009517.hg.1
IQSEC3	TC1200006438.hg.1
ZNF705A	TC1200012594.hg.1
FAM66C	TC1200012594.hg.1
DDX12P	TC1200009868.hg.1
SMCO3	TC1200010018.hg.1
H3F3C	TC1200010299.hg.1
DBX2	TC1200010493.hg.1
FLJ12825	TC1200007743.hg.1
TMEM198B	TC1200007811.hg.1
PLEKHG7	TC1200008435.hg.1
LOC440117	TC1200012372.hg.1
FZD10-AS1	TC1200012866.hg.1
LINC00544	TC1300006746.hg.1
LINC00545	TC1300006773.hg.1
ALG11	TC1300007237.hg.1
MZT1	TC1300009229.hg.1
OR11H12	TC1400006446.hg.1
OR11H13P	TC1400006466.hg.1
RNASE13	TC1400008616.hg.1
LOC440173	TC0900010638.hg.1
LINC00238	TC1400007477.hg.1
CCDC88C	TC1400009980.hg.1
CXADRP3	TC1800008187.hg.1
NF1P2	TC1500008640.hg.1, TC1500008661.hg.1, TC1500008673.hg.1
GOLGA6L22	TC1500006507.hg.1, TC1500010836.hg.1
HERC2P9	TC1500006675.hg.1
WHAMMP2	TC1500006680.hg.1
GOLGA8B	TC1500008988.hg.1, TC1500008995.hg.1
EIF2AK4	TC1500006930.hg.1
CATSPER2P1	TC1500010860.hg.1, TC1500010861.hg.1
UNC13C	TC1500007294.hg.1
UBL7-AS1	TC1500007848.hg.1
GOLGA6L9	TC1500010780.hg.1
DNM1P41	TC1500008150.hg.1
LOC440300	TC1500008136.hg.1, TC1500008182.hg.1
TTLL13P	TC1500010784.hg.1
LOC440311	TC1500010793.hg.1
LOC440313	TC1500010641.hg.1
SMIM22	TC1600006757.hg.1
NPIPB4	TC1600009958.hg.1, TC1600011505.hg.1
NPIPB15	TC1600008407.hg.1
NPIPB7	TC1600009861.hg.1
SNX29P2	TC1600007392.hg.1
SMG1P2	TC1600011514.hg.1
CDIPT-AS1	TC1600007430.hg.1
YBX3P1	TC1600010033.hg.1
HERC2P8	TC1600011530.hg.1, TC1600011531.hg.1
RAB43P1	TC1600010170.hg.1
CTRB2	TC1600010868.hg.1
LOC440390	TC1600008751.hg.1
RNASEK	TC1700006719.hg.1
UBE2SP2	TC1700007134.hg.1
CCDC144NL-AS1	TC1700012212.hg.1
TBC1D3P5	TC1700007326.hg.1
SUZ12P1	TC1700012223.hg.1
LOC440434	TC1700010516.hg.1
GPR179	TC1700010518.hg.1
LOC440446	TC1700008287.hg.1
TBC1D3P2	TC1700012443.hg.1
PLEKHM1P	TC1700012452.hg.1
LOC440461	TC1700008729.hg.1
BAIAP2-AS1	TC1700012011.hg.1
ANKRD20A5P	TC1800009218.hg.1
HSBP1L1	TC1800007829.hg.1
PLIN5	TC1900011846.hg.1
CLEC4GP1	TC1900011659.hg.1
ZNF506	TC1900011914.hg.1
GOLGA2P9	TC1900011694.hg.1
ZNF724P	TC1900010209.hg.1
PSG8	TC1900011961.hg.1
LINC00982	TC0100012566.hg.1
PRAMEF11	TC0100012930.hg.1, TSUnmapped00000587.hg.1
PRAMEF6	TC0100018407.hg.1
HNRNPCL2	TC0100012938.hg.1
UQCRHL	TC0100013013.hg.1
MINOS1	TC0100018185.hg.1
SLC2A1-AS1	TC0100008044.hg.1
FAM183A	TC0100018224.hg.1
ZYG11A	TC0100008334.hg.1
FLJ31662	TC0100009120.hg.1
LOC440600	TC0100015231.hg.1
LOC440602	TC0100015241.hg.1
BCL2L15	TC0100015336.hg.1
NUDT4P1	TC0100009760.hg.1, TC0100009833.hg.1
HIST2H3PS2	TC0100015544.hg.1
HIST2H2BF	TC0100015696.hg.1
ETV3L	TC0100016034.hg.1
LRRC52	TC0100010451.hg.1
LOC440700	TC0100010461.hg.1
LOC440704	TC0100010983.hg.1
C1orf186	TC0100011361.hg.1
TRIM67	TC0100011957.hg.1
MAP1LC3C	TC0100017952.hg.1
LINC00851	TC2000006826.hg.1
P2RX6P	TC2200008071.hg.1
RIMBP3B	TC2200006701.hg.1
PIWIL3	TC2200008234.hg.1
MIAT	TC2200009239.hg.1
SHISA8	TC2200008845.hg.1
ODF3B	TC2200009363.hg.1
CAPN14	TC0200012168.hg.1
LOC440867	TC0200016458.hg.1
ACTR3BP2	TC0200008431.hg.1, TC2200006476.hg.1
LINC01123	TC0200008830.hg.1
LOC440895	TC0200013870.hg.1, TC0200016508.hg.1
LOC440896	TC0900010125.hg.1, TC0900012138.hg.1
LINC01191	TC0200008999.hg.1
FAR2P1	TC0200014244.hg.1
LOC440910	TC0200016532.hg.1
POTEKP	TC0200009346.hg.1
LINC01124	TC0200014886.hg.1
H3F3AP4	TC0100011777.hg.1
THUMPD3-AS1	TC0300013933.hg.1
EIF1B-AS1	TC0300010788.hg.1
TMEM89	TC0300011030.hg.1
IQCF6	TC0300011142.hg.1
SMIM4	TC0300007485.hg.1
LINC00971	TC0300011686.hg.1
LOC440982	TC0300013887.hg.1
LINC00969	TC0300009974.hg.1
CPEB2-AS1	TC0400010100.hg.1
MTHFD2L	TC0400007848.hg.1
LOC441025	TC0400007873.hg.1
TMEM150C	TC0400011175.hg.1
RPL7AP30	TC0400011593.hg.1
GUSBP5	TC0400008883.hg.1
HSP90AA6P	TC0400012402.hg.1
C4orf47	TC0400009526.hg.1
DUX4L4	TC0400009650.hg.1
MGC39584	TC2100007547.hg.1
MARCH11	TC0500013292.hg.1
FLJ31104	TC0500007435.hg.1
RPL26P19	TC0500010805.hg.1
LOC441081	TC0500007695.hg.1
CRSP8P	TC0500011270.hg.1
NR2F1-AS1	TC0500011464.hg.1
C5orf56	TC0500008633.hg.1
FLJ16171	TC0500012905.hg.1
LINC00266-3	TC0600010356.hg.1
GTF2IP20	TC0100017456.hg.1
C6orf226	TC0600011846.hg.1
TMEM151B	TC0600014133.hg.1
RPL7AP34	TC0600012193.hg.1
LOC441155	TC0600008418.hg.1
KRT19P1	TC0600008502.hg.1
OOEP	TC0600012289.hg.1
CNN2P9	TC0600009137.hg.1
FAM26F	TC0600009232.hg.1
FLJ46906	TC0600009615.hg.1
LINC00602	TC0600010168.hg.1
LOC441178	TC0600013936.hg.1
RNF216P1	TC0700013331.hg.1
PMS2CL	TC0700013336.hg.1
LOC441204	TC0700006986.hg.1
ZNRF2P1	TC0700007124.hg.1
RP9P	TC0700010689.hg.1
ZNF716	TC0700007692.hg.1
LOC441242	TC0700013566.hg.1
TYW1B	TC0700011463.hg.1
SPDYE7P	TC0700011471.hg.1
DTX2P1-UPK3BP1-PMS2P11	TC0700013392.hg.1
SPDYE3	TC0700008536.hg.1
SPDYE2	TC0700008639.hg.1, TC0700012080.hg.1
AKR1B15	TC0700009231.hg.1
CTAGE15	TC0700009502.hg.1
OR2A9P	TC0700009528.hg.1, TC0700012908.hg.1
HRAT92	TC0700006458.hg.1
OR4F21	TC0800009309.hg.1
FAM90A4P	TC0800006587.hg.1
FAM90A7P	TC0800006616.hg.1, TC0800009474.hg.1
FAM90A10P	TC0800006619.hg.1
FAM90A24P	TC0800009496.hg.1
MIR2052HG	TC0800007991.hg.1
REXO1L3P	TC0800011000.hg.1
REXO1L5P	TC0800011008.hg.1
REXO1L6P	TC0800011010.hg.1
FLJ46284	TC0800012442.hg.1, TC0800012443.hg.1
FLJ42969	TC0800008396.hg.1
AARD	TC0800008631.hg.1
RPS26P35	TC0800011609.hg.1
LRRC24	TC0800012224.hg.1
RPS26P3	TC0900006626.hg.1
LINC01239	TC0900006818.hg.1
SUGT1P1	TC0900009854.hg.1
RAB1C	TC0900010028.hg.1
ANKRD20A3	TC0900010284.hg.1, TC0900012126.hg.1
LINC00268	TC0900010243.hg.1
ANKRD20A2	TC0900012126.hg.1
AQP7P3	TC0900010101.hg.1
SPATA31C1	TC0900007828.hg.1
LOC441454	TC0900008126.hg.1
LOC441455	TC0900008120.hg.1
NUTM2G	TC0900008130.hg.1
ANKRD18B	TC0900006986.hg.1
STX17-AS1	TC0900011010.hg.1
C9orf173	TC0900009275.hg.1
NRARP	TC0900012054.hg.1
FTH1P18	TC0X00009375.hg.1
CENPVP2	TC0X00009699.hg.1
LINC00891	TC0X00007579.hg.1
RPS26P11	TC0X00007586.hg.1
GLRA4	TC0X00010428.hg.1
FAM127C	TC0X00011397.hg.1
CT45A3	TC0X00010910.hg.1
CT45A4	TC0X00010910.hg.1
CT45A5	TC0X00010910.hg.1, TC0X00010912.hg.1
SPANXN4	TC0X00008621.hg.1
PGAM4	TC0X00010131.hg.1
TTTY6B	TC0Y00006759.hg.1
CDNF	TC1000009869.hg.1
FRG2B	TC1000012416.hg.1
LOC441601	TC1100010815.hg.1
OR5B3	TC1100010941.hg.1
TSPAN11	TC1200007204.hg.1
OR9K2	TC1200007779.hg.1
LOC441666	TC1000010405.hg.1
OR4Q3	TC1400006484.hg.1
OR4M1	TC1400006486.hg.1
TEX21P	TC1400009407.hg.1
RPL36AP45	TC1500010061.hg.1
PRKXP1	TC1500010943.hg.1
MT1CP	TC1600007964.hg.1
RPL18P13	TC1600010902.hg.1
RPL23AP76	TC1700009843.hg.1
HMGB3P27	TC1700007906.hg.1
WBP11P1	TC1800007041.hg.1
ZNF209P	TC1900007559.hg.1
MSRB1P1	TC1900010648.hg.1
TARM1	TC1900011390.hg.1
ANKRD65	TC0100012477.hg.1
PRAMEF7	TC0100006912.hg.1, TSUnmapped00000016.hg.1, TSUnmapped00000761.hg.1
PRAMEF25	TC0100018171.hg.1, TC0100018409.hg.1, TSUnmapped00000547.hg.1, TSUnmapped00000573.hg.1, TSUnmapped00000657.hg.1, TSUnmapped00000775.hg.1, TSUnmapped00000795.hg.1
PGCP1	TC0100015270.hg.1
NBPF18P	TC0100009980.hg.1
OR10J3	TC0100016091.hg.1
BECN2	TC0100012176.hg.1
OR2W5	TC0100012317.hg.1
OR13G1	TC0100018105.hg.1
ZFAS1	TC2000009932.hg.1, TC2000009933.hg.1
LOC442028	TC0200013456.hg.1
SULT1C3	TC0200008795.hg.1
EMC3-AS1	TC0300006573.hg.1
OR7E162P	TC0400009840.hg.1
OR7E86P	TC0400006834.hg.1
OR7E85P	TC0400006838.hg.1
KRT19P3	TC0400011585.hg.1
GALNTL6	TC0400009318.hg.1
LOC442132	TC0500010010.hg.1
RPLP2P1	TC0600007388.hg.1
RPSAP2	TC0600007427.hg.1
OR2P1P	TC0600011292.hg.1
OR2B3	TC0600011294.hg.1
OR2J1	TC0600007446.hg.1
OR2J3	TC0600007447.hg.1
OR2J4P	TC0600007450.hg.1
OR2H4P	TC0600007453.hg.1
OR14J1	TC0600007458.hg.1
OR10C1	TC0600007461.hg.1
RPS17P1	TC0600011309.hg.1
OR2I1P	TC0600007467.hg.1
MYL8P	TC0600007699.hg.1
KRT18P9	TC0600007745.hg.1
ATP6V0CP3	TC0600008053.hg.1
PTCHD4	TC0600011971.hg.1
RPS17P5	TC0600012021.hg.1
RPL31P28	TC0600008285.hg.1
RPL31P33	TC0600008287.hg.1
RCC2P7	TC0600012121.hg.1
EEF1B2P5	TC0600008398.hg.1
SLC25A51P1	TC0600008422.hg.1
RPL17P25	TC0600012387.hg.1
ZNF259P1	TC0600012792.hg.1
GSTM2P1	TC0600012851.hg.1
RFPL4B	TC0600009171.hg.1
NHP2P2	TC0700006999.hg.1
ZNF727	TC0700007755.hg.1
OR2A2	TC0700009522.hg.1
VENTXP5	TC0800010088.hg.1
SDR16C6P	TC0800010513.hg.1
PTGER4P2-CDK2AP2P2	TC0900007364.hg.1
FOXB2	TC0900007640.hg.1
FAM47C	TC0X00006946.hg.1
UQCRBP1	TC0X00009824.hg.1
XRCC6P5	TC0X00010320.hg.1
OFD1P16Y	TC0Y00007195.hg.1
LOC442497	TC0700006453.hg.1
DPY19L2P4	TC0700008290.hg.1
DPY19L2P3	TC0700007058.hg.1
STAG3L3	TC0700013575.hg.1
STAG3L2	TC0700011519.hg.1, TC0700013575.hg.1
SPDYE5	TC0700008063.hg.1
RPL7AP38	TC0700006995.hg.1
HMGB3P20	TC0700010555.hg.1
TUBG1P	TC0700007360.hg.1
EIF3IP1	TC0700012249.hg.1
LMOD2	TC0700008963.hg.1
PRY2	TC0Y00006767.hg.1, TC0Y00007203.hg.1
PRYP3	TC0Y00007224.hg.1
PRYP4	TC0Y00006837.hg.1
BPY2B	TC0Y00006807.hg.1
BPY2C	TC0Y00006775.hg.1, TC0Y00007255.hg.1
MIR133B	TC0600008246.hg.1
MIR135B	TC0100017068.hg.1
MIR148B	TC1200007760.hg.1
MIR151A	TC0800012009.hg.1
MIR302B	TC0400011622.hg.1
MIR302C	TC0400011626.hg.1
MIR302D	TC0400011624.hg.1
MIR323A	TC1400008270.hg.1
MIR324	TC1700009621.hg.1
MIR325	TC0X00010125.hg.1
MIR326	TC1100011646.hg.1
MIR328	TC1600010620.hg.1
MIR330	TC1900010947.hg.1
MIR331	TC1200008513.hg.1
MIR335	TC0700009149.hg.1
MIR337	TC1400008235.hg.1
MIR338	TC1700012017.hg.1
MIR339	TC0700009998.hg.1
MIR340	TC0500013080.hg.1
MIR342	TC1400008198.hg.1
MIR345	TC1400008208.hg.1
MIR346	TC1000011291.hg.1
MIR367	TC0400011623.hg.1
MIR376C	TC1400008279.hg.1
MIR369	TC1400008307.hg.1
MIR370	TC1400008243.hg.1
MIR371A	TC1900008813.hg.1
MIR372	TC1900008814.hg.1
MIR373	TC1900008815.hg.1
MIR374A	TC0X00010087.hg.1
MIR196B	TC0700010564.hg.1
IGFL4	TC1900010969.hg.1
ARHGEF35	TC0700012906.hg.1
SULT1A4	TC1600011372.hg.1
TARP	TC0700013538.hg.1
TRIM6-TRIM34	TC1100012956.hg.1
CBWD3	TC0900007475.hg.1
ATP5J2P3	TC0900007641.hg.1
C9orf129	TC0900010833.hg.1
POTEE	TC0200009331.hg.1
PALM2-AKAP2	TC0900012158.hg.1
FRG2	TC0400012749.hg.1
KPRP	TC0100010006.hg.1
LCE6A	TC0100010011.hg.1
DEFA8P	TC0800009434.hg.1
DEFA9P	TC0800009435.hg.1
DEFA10P	TC0800009436.hg.1
GGNBP1	TC0600014116.hg.1
SF3A3P2	TC1100012632.hg.1
PHF5CP	TC1900010069.hg.1
TTTY3B	TC0Y00007231.hg.1
TTTY4B	TC0Y00006773.hg.1
TTTY4C	TC0Y00006773.hg.1
TTTY17B	TC0Y00006772.hg.1
TTTY17C	TC0Y00006772.hg.1
LRRC37A2	TC1700008102.hg.1
SUMO1P3	TC0100010294.hg.1
SPIN2B	TC0X00009841.hg.1
GIMAP6	TC0700013043.hg.1
LRRC18	TC1000010586.hg.1
H2AFB2	TC0X00008859.hg.1, TC0X00008873.hg.1
H2AFB1	TC0X00008859.hg.1
F8A2	TC0X00008860.hg.1, TC0X00008874.hg.1
F8A3	TC0X00008860.hg.1, TC0X00011244.hg.1
GEMIN8P4	TC0100014878.hg.1
C8orf22	TC0800007579.hg.1
IGIP	TC0500008846.hg.1
COA5	TC0200013594.hg.1
GS1-124K5.11	TC0700013572.hg.1
HCG11	TC0600007310.hg.1
POLR2LP	TC0600007564.hg.1
TRIM72	TC1600007526.hg.1
CISD2	TC0400008287.hg.1
CCDC73	TC1100010472.hg.1
EID3	TC1200008678.hg.1
GPX8	TC0500007415.hg.1
TMEM9B-AS1	TC1100006798.hg.1
RNASE12	TC1400008597.hg.1
PHOSPHO2	TC0200016562.hg.1
PAPPA-AS1	TC0900011339.hg.1
MT1P1	TC0900010885.hg.1
RBMXL1	TC0100014848.hg.1
SPANXN1	TC0X00008638.hg.1
SPANXN2	TC0X00011014.hg.1
LOC494127	TC0900010639.hg.1
LOC494141	TC1100006992.hg.1
CHAC2	TC0200007590.hg.1
FBXO47	TC1700010555.hg.1
SPANXN5	TC0X00009727.hg.1
MIR361	TC0X00010212.hg.1
MIR375	TC0200015756.hg.1
MIR376A1	TC1400008283.hg.1
MIR377	TC1400008303.hg.1
MIR378A	TC0500009073.hg.1
MIR379	TC1400008265.hg.1
MIR380	TC1400008268.hg.1
MIR381	TC1400008288.hg.1
MIR382	TC1400008296.hg.1
MIR383	TC0800009700.hg.1
MIR384	TC0X00010124.hg.1
MIR422A	TC1500009724.hg.1
MIR423	TC1700007444.hg.1
MIR424	TC0X00010872.hg.1
MIR425	TC0300011045.hg.1
RNF165	TC1800007220.hg.1
DFNB59	TC0200010116.hg.1
TYMSOS	TC1800007859.hg.1
WEE2	TC0700009395.hg.1
C9orf135-AS1	TC0900010355.hg.1
KU-MEL-3	TC0600006779.hg.1
FLJ25758	TC1900009453.hg.1
TIFAB	TC0500013364.hg.1
CLEC18B	TC1600010854.hg.1
BDNF-AS	TC1100007123.hg.1
C18orf61	TC1800009217.hg.1
LINC00293	TC0800007512.hg.1
C18orf32	TC1800009284.hg.1
MS4A13	TC1100007774.hg.1
LINC00929	TC1500010702.hg.1
A1BG-AS1	TC1900009040.hg.1
SPRN	TC1000012403.hg.1
RGMB-AS1	TC0500011550.hg.1
ARGFX	TC0300008530.hg.1
ARGFXP1	TC0500008478.hg.1
TAAR7P	TC0600009478.hg.1
TAAR4P	TC0600013197.hg.1
DEFB107B	TC0800006604.hg.1, TC0800009486.hg.1
DEFB104B	TC0800006621.hg.1, TC0800009466.hg.1
TPRX2P	TC1900008443.hg.1
TPRX1P1	TC1000011175.hg.1
DUXAP1	TC0200008225.hg.1
DUXAP2	TC0800011292.hg.1
DUXAP3	TC1000010415.hg.1
DUXAP4	TC1000007463.hg.1
DUXAP5	TC1100012529.hg.1
DUXAP6	TC1500008368.hg.1
DUXAP7	TC2000008541.hg.1
DUXAP8	TC2200009182.hg.1
DUXAP10	TC1400006461.hg.1, TC1400008546.hg.1
ARGFXP2	TC1700010342.hg.1
DPRXP1	TC0200015177.hg.1
DPRXP2	TC0600011647.hg.1
DPRXP3	TC1400006895.hg.1
DPRXP4	TC1700007476.hg.1
DPRXP5	TC2100007063.hg.1
DPRXP6	TC0X00007017.hg.1
DPRXP7	TC0X00010527.hg.1
LOH12CR2	TC1200009965.hg.1, TSUnmapped00000367.hg.1
DEFB108P1	TC0800009491.hg.1
DPRX	TC1900008763.hg.1
DUXA	TC1900011549.hg.1
DEFB108P2	TC0800006595.hg.1
DEFB108P4	TC0800009649.hg.1
DEFB106B	TC0800009468.hg.1
OR3D1P	TC0100012323.hg.1
DEFB105B	TC0800006603.hg.1
OR5BN2P	TC1100010842.hg.1
DEFB108P3	TC0800009634.hg.1
OR8U8	TC1100007637.hg.1
OR9G9	TC1100007650.hg.1
CT45A6	TC0X00010914.hg.1, TC0X00010916.hg.1
CT45A1	TC0X00008516.hg.1
LURAP1	TC0100008146.hg.1
MIR4435-2HG	TC0200013886.hg.1
LOC541472	TC0700010449.hg.1
LOC541473	TC0700007956.hg.1, TC0700011547.hg.1
C8orf58	TC0800012281.hg.1
CXorf40B	TC0X00011406.hg.1
C1QTNF9B-AS1	TC1300006599.hg.1, TC1300008354.hg.1
SSX4B	TC0X00007183.hg.1, TC0X00009608.hg.1
SLX1A	TC1600007449.hg.1, TC1600011371.hg.1
KIR3DP1	TC1900008879.hg.1
CKMT1A	TC1500007062.hg.1, TC1500007067.hg.1
POLR2J3	TC0700013602.hg.1
DNAJC25	TC0900012159.hg.1
UBA6-AS1	TC0400012800.hg.1, TC0400012801.hg.1, TC0400012802.hg.1
LOC550113	TC0400012802.hg.1
CCDC157	TC2200007051.hg.1
LINC01420	TC0X00007397.hg.1
NCRNA00250	TC0800012361.hg.1
LINC00251	TC0800010655.hg.1
SAMD12-AS1	TC0800008656.hg.1
VENTXP6	TC0800007964.hg.1
ATXN7L3B	TC1200008213.hg.1
DNAJC25-GNG10	TC0900012161.hg.1
BOLA2	TC1600009956.hg.1, TC1600011513.hg.1
LOC553103	TC0500012008.hg.1
PEF1	TC0100013574.hg.1
RPL39P5	TC0300012495.hg.1
PRR5-ARHGAP8	TC2200009285.hg.1
LOC554174	TC2200009001.hg.1
DNM1P33	TC1500007837.hg.1
CCDC148-AS1	TC0200009752.hg.1
MIR31HG	TC0900009711.hg.1
JPX	TC0X00007623.hg.1
LOC554206	TC1600007268.hg.1
LOC554207	TC1400006554.hg.1
MIR429	TC0100018154.hg.1
MIR448	TC0X00008188.hg.1
MIR449A	TC0500010754.hg.1
MIR450A1	TC0X00010869.hg.1
LOC554223	TC0600007485.hg.1
ANKRD30BL	TC0200014345.hg.1
RPL36AP40	TC1100010382.hg.1
